
    |           BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
    |                   |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |                     
 643|SWIFT J1253.5-4137 |193.376|-41.615|   5.01|ESO 323-32                    |                               |193.3350|-41.6370|   15.20|    9.72|   21.37| 0.00|1.48|0.95|2.01|      0.60| 0.0160|42.94|          4|          5|Sy2                  
 644|SWIFT J1255.0-2657 |193.718|-26.930|   5.93|6dF J1254564-265702           |AM 1252-264                    |193.7348|-26.9505|   16.11|   11.16|   21.65| 0.00|1.92|1.49|2.41|      1.40| 0.0591|44.13|          0|          5|Sy1.9                
 645|SWIFT J1256.2-0551 |194.047| -5.760|  10.95|3C 279                        |                               |194.0465| -5.7893|   34.30|   28.64|   40.25| 0.00|1.49|1.26|1.72|      0.20| 0.5362|46.59|          4|          7|Blazar               
 646|SWIFT J1257.4-6915 |194.426|-69.304|  49.37|4U 1254-690                   |GR Mus                         |194.4048|-69.2886|   62.75|   61.01|   64.52| 0.00|5.19|5.04|5.34|      3.60| 0.0000| NULL|          0|         14|LMXB/NS              
 647|SWIFT J1259.7+2755 |194.913| 27.940|  37.67|Coma Cluster                  |                               |194.9531| 27.9807|   37.35|   35.68|   39.08| 0.00|3.89|3.75|4.04|      3.90| 0.0231|43.66|          0|          3|Galaxy Cluster       
 648|SWIFT J1300.1+1635 |195.022| 16.575|   5.79|2MASX J13000533+1632151       |                               |195.0223| 16.5374|   14.36|    9.80|   19.49| 0.00|1.53|1.06|2.02|      0.60| 0.0800|44.36|          0|          4|Sy1Sy2               
 649|SWIFT J1301.2-6139 |195.331|-61.600| 102.22|GX 304-1                      |                               |195.3217|-61.6019|  185.50|  182.18|  188.85| 0.00|2.74|2.71|2.77|    106.20| 0.0000| NULL|          1|         13|HMXB                 
 650|SWIFT J1302.0-6358 |195.535|-63.963|  21.82|2RXP J130159.6-635806         |IGR J13020-6359                |195.4936|-63.9683|   41.65|   37.99|   45.45| 0.00|2.54|2.39|2.69|      0.80| 0.0000| NULL|          0|         10|Pulsar               
 651|SWIFT J1302.9+1620 |195.720| 16.403|   9.74|Mrk 783                       |                               |195.7450| 16.4080|   17.18|   13.75|   20.92| 0.00|2.19|1.92|2.50|      0.50| 0.0672|44.27|          0|          4|Sy1.5                
 652|SWIFT J1303.8+5345 |195.994| 53.796|  18.86|SBS 1301+540                  |                               |195.9978| 53.7917|   32.61|   29.35|   36.00| 0.00|1.93|1.79|2.06|      0.80| 0.0299|43.83|          0|          4|Sy1                  
 653|SWIFT J1304.3-0532 |196.079| -5.529|   8.53|NGC 4941                      |                               |196.0547| -5.5516|   20.45|   15.83|   25.45| 0.00|1.84|1.55|2.16|      0.70| 0.0037|41.79|          4|          5|Sy2                  
 654|SWIFT J1304.3-1022 |196.083|-10.374|   9.22|NGC 4939                      |                               |196.0600|-10.3396|   24.85|   19.81|   30.27| 0.01|1.76|1.48|2.05|      1.50| 0.0104|42.78|          0|          5|Sy2                  
 655|SWIFT J1305.4-4928 |196.341|-49.472|  79.31|NGC 4945                      |                               |196.3645|-49.4682|  284.86|  279.16|  290.61| 0.00|1.47|1.44|1.50|     62.90| 0.0019|42.35|          0|          5|Sy2                  
 656|SWIFT J1305.4-1034 |196.347|-10.567|   5.44|PKS 1302-102                  |                               |196.3876|-10.5554|   13.21|    0.00|    0.00| 0.03|2.01|0.00|0.00|      1.10| 0.2784|45.51|          0|          8|Sy1.2/FSRQ           
 657|SWIFT J1306.4-4025A|196.663|-40.404|  17.06|ESO 323-077                   |                               |196.6089|-40.4146|   33.06|    0.00|    0.00| 0.21|2.14|0.00|0.00|      3.80| 0.0150|43.22|          0|          4|Sy1.2                
 658|SWIFT J1306.4-4025B|196.663|-40.404|  17.06|ESO 323- G 081                |                               |196.8004|-40.4076|   16.91|    0.00|    0.00| 1.68|1.48|0.00|0.00|      0.70| 0.0159|42.98|          0|          2|Galaxy               
 659|SWIFT J1309.2+1139 |197.283| 11.617|  22.77|NGC 4992                      |                               |197.2733| 11.6341|   53.47|   49.09|   57.97| 0.00|1.70|1.59|1.80|      2.50| 0.0251|43.89|          4|          5|Sy2 XBONG            
 660|SWIFT J1310.9-5553 |197.722|-55.877|   8.69|IGR J13109-5552               |PMN J1310-5552                 |197.6830|-55.8630|   32.55|   26.80|   38.61| 0.00|1.39|1.13|1.65|      0.60| 0.1040|44.95|          0|          4|Sy1                  
 661|SWIFT J1312.1-5631 |197.743|-56.501|   7.01|2MASX J13103701-5626551       |                               |197.6543|-56.4485|   17.32|   12.92|   22.17| 0.00|2.05|1.67|2.47|      0.50|-1.0000| NULL|          0|          2|Galaxy               
 662|SWIFT J1310.7+0834 |197.756|  8.613|   5.28|2MASX J13105723+0837387       |                               |197.7385|  8.6273|   10.34|    6.62|   14.65| 0.00|1.99|1.50|2.57|      2.00| 0.0527|43.83|          0|          5|Sy2                  
 663|SWIFT J1313.1-1108 |198.300|-11.122|   6.62|II SZ 010                     |QSO B1310-108                  |198.2741|-11.1284|   15.20|   10.85|   20.12| 0.00|2.09|1.68|2.57|      1.20| 0.0340|43.61|          0|          4|Sy1                  
 664|SWIFT J1313.6+3650A|198.406| 36.826|   5.36|RX J1313.8+3653               |                               |198.4540| 36.8994|    6.36|    0.00|    0.00| 0.07|2.10|0.00|0.00|      0.60| 0.0668|43.84|          0|          4|Sy1.5                
 665|SWIFT J1313.6+3650B|198.406| 36.826|   5.36|NGC 5033                      |                               |198.3650| 36.5930|    5.52|    0.00|    0.00| 0.08|2.29|0.00|0.00|      0.80| 0.0029|41.02|          0|          5|Sy1.9                
 666|SWIFT J1315.8+4420 |198.853| 44.400|  11.94|UGC 08327 NED02               |                               |198.8220| 44.4071|   17.08|   14.31|   20.07| 0.00|2.30|2.07|2.55|      1.30| 0.0366|43.72|          0|          5|Sy2                  
 667|SWIFT J1316.9-7155 |199.272|-71.909|   7.76|2MASX J13165424-7155270       |1RXS J131651.8-715537          |199.2262|-71.9242|   16.35|   12.57|   20.50| 0.00|2.15|1.82|2.53|      0.80| 0.0705|44.30|          0|          2|Sy1                  
 668|SWIFT J1318.6-6259 |199.647|-62.976|   9.67|IGR J13186-6257               |                               |199.6067|-62.9708|   19.05|   15.39|   23.03| 0.00|2.45|2.15|2.79|      0.90|-1.0000| NULL|          0|         13|HMXB                 
 669|SWIFT J1321.2+0859 |200.298|  8.986|   6.53|NGC 5100 NED02                |                               |200.2483|  8.9783|   14.72|   10.51|   19.38| 0.00|1.72|1.34|2.13|      1.30| 0.0319|43.54|          0|          6|AGN                  
 670|SWIFT J1322.2-1641 |200.622|-16.748|  12.96|MCG -03-34-064                |                               |200.6019|-16.7286|   30.53|   26.16|   35.20| 0.00|2.20|1.99|2.42|      2.10| 0.0165|43.27|          4|          5|Sy1.8                
 671|SWIFT J1325.4-4301 |201.381|-43.026| 479.85|Cen A                         |                               |201.3651|-43.0191| 1388.99| 1383.60| 1394.40| 0.00|1.85|1.85|1.86|      3.30| 0.0018|43.01|          0|          5|Sy2                  
 672|SWIFT J1326.9-6207 |201.685|-62.147| 102.05|4U 1323-619                   |                               |201.6504|-62.1361|  206.50|  202.61|  210.42| 0.00|2.41|2.38|2.44|     10.20| 0.0000| NULL|          0|         14|LMXB/NS              
 673|SWIFT J1328.1-2722 |202.019|-27.361|   5.18|ABELL 1736                    |                               |202.0836|-27.2986|   11.41|    7.05|   16.42| 0.00|2.09|1.57|2.73|      1.60| 0.0458|43.75|          4|          3|Galaxy Cluster       
 674|SWIFT J1331.2-2524 |202.787|-25.402|   4.87|ESO 509- G 038                |                               |202.8079|-25.4028|   14.24|    8.44|   21.35| 0.00|1.82|1.09|2.66|      1.90| 0.0260|43.34|          0|          4|Sy1                  
 675|SWIFT J1331.6-0504 |202.965| -5.175|   5.06|PKS 1329-049                  |                               |203.0186| -5.1620|   20.23|   13.76|   27.36| 0.00|1.03|0.45|1.55|      0.90| 2.1500|47.84|          0|          8|QSO                  
 676|SWIFT J1332.0-7754 |203.047|-77.881|   7.46|ESO 021- G 004                |                               |203.1692|-77.8446|   16.98|   12.31|   22.11| 0.00|1.64|1.22|2.07|      1.20| 0.0098|42.56|          0|          2|Galaxy               
 677|SWIFT J1333.5-3401 |203.364|-34.020|   9.36|ESO 383-18                    |ESO 383-18                     |203.3600|-34.0160|   18.87|   15.25|   22.84| 0.00|2.71|2.39|3.09|      2.10| 0.0130|42.85|          4|          5|Sy2                  
 678|SWIFT J1334.8-2328 |203.704|-23.461|   7.20|ESO 509-IG 066                |                               |203.6652|-23.4465|   18.18|   13.20|   23.73| 0.00|1.98|1.57|2.43|      0.50| 0.0343|43.69|          0|          5|Sy2                  
 679|SWIFT J1336.0+0304 |203.960|  2.990|   7.09|NGC 5231                      |                               |203.9510|  2.9990|   15.62|   11.17|   20.58| 0.00|2.02|1.59|2.52|      1.20| 0.0218|43.22|          0|          5|Sy2                  
 680|SWIFT J1335.8-3416 |203.964|-34.295|  28.34|MCG -06-30-015                |                               |203.9741|-34.2956|   63.33|   59.01|   67.80| 0.00|2.41|2.30|2.52|      4.10| 0.0077|42.93|          0|          4|Sy1.2                
 681|SWIFT J1337.7-1253 |204.430|-12.878|   5.26|[HB89] 1334-127               |PKS 1335-127                   |204.4158|-12.9569|    8.77|    5.34|   12.98| 0.00|2.72|2.04|3.76|      0.50| 0.5390|46.00|          0|          8|BLLAC/HPQ            
 682|SWIFT J1338.2+0433 |204.580|  4.544|  46.62|NGC 5252                      |                               |204.5665|  4.5426|  115.48|  110.81|  120.25| 0.00|1.78|1.72|1.83|      0.40| 0.0230|44.14|          4|          5|Sy1.9                
 683|SWIFT J1341.2-1439 |205.276|-14.638|   9.30|2MASX J13411287-1438407       |1RXS J134112.5-143836          |205.3038|-14.6446|   24.07|   19.52|   29.00| 0.00|2.11|1.84|2.40|      1.40| 0.0418|43.99|          0|          4|Sy1                  
 684|SWIFT J1341.5+6742 |205.285| 67.710|   5.20|NGC 5283                      |                               |205.2740| 67.6723|    8.90|    5.68|   12.61| 0.00|1.94|1.44|2.54|      0.10| 0.0104|42.33|          0|          5|Sy2                  
 685|SWIFT J1341.2+3023 |205.334| 30.358|  10.98|Mrk 268                       |                               |205.2964| 30.3781|   19.36|   16.13|   22.81| 0.00|2.05|1.83|2.30|      1.20| 0.0399|43.86|          0|          5|Sy2 Galaxy pair      
 686|SWIFT J1341.9+3537 |205.479| 35.623|   5.79|NGC 5273                      |                               |205.5347| 35.6542|   13.91|    9.93|   18.27| 0.00|1.45|1.03|1.87|      1.10| 0.0035|41.59|          4|          5|Sy1.9                
 687|SWIFT J1344.7+1934 |206.090| 19.552|   7.90|CGCG 102-048                  |                               |206.0653| 19.5667|   19.51|   15.02|   24.35| 0.00|1.61|1.28|1.96|      0.70| 0.0269|43.51|          0|          5|Sy1.9                
 688|SWIFT J1345.5+4139 |206.327| 41.705|   8.86|NGC 5290                      |                               |206.3299| 41.7126|   19.17|   15.41|   23.19| 0.00|1.69|1.42|1.98|      0.60| 0.0086|42.50|          0|          5|Sy2                  
 689|SWIFT J1346.4+1924 |206.604| 19.406|   6.68|2MASX J13462846+1922432       |                               |206.6184| 19.3787|   10.84|    7.65|   14.48| 0.00|2.39|1.95|2.96|      1.20| 0.0840|44.28|          0|          4|Sy1                  
 690|SWIFT J1347.1+7325 |206.719| 73.429|   5.13|2MASSi J1346085+732053        |                               |206.5351| 73.3480|    6.00|    3.48|    9.17| 0.00|2.60|1.91|3.72|      0.20| 0.2900|45.20|          0|          8|Sy1/QSO              
 691|SWIFT J1347.5-3254 |206.883|-32.902|   9.04|ABELL 3571                    |                               |206.8706|-32.8658|   14.43|   11.95|   17.15| 0.00|3.95|3.41|4.64|      1.30| 0.0391|43.71|          4|          3|Galaxy Cluster       
 692|SWIFT J1347.4-6033 |206.888|-60.588|  42.29|4U 1344-60                    |                               |206.9000|-60.6178|  107.52|  102.89|  112.21| 0.00|1.98|1.92|2.04|      3.00| 0.0129|43.60|          0|          4|Sy1.5                
 693|SWIFT J1347.7+0212 |206.937|  2.205|   5.68|SWIFT J1347.7+0212            |                               |206.8516|  2.3119|    5.96|    2.85|   10.18| 0.00|2.52|1.63|3.98|      0.60|-1.0000| NULL|          6|          0|                     
 694|SWIFT J1349.3-3018 |207.323|-30.326| 107.77|IC 4329A                      |                               |207.3303|-30.3094|  290.49|  285.42|  295.59| 0.00|2.04|2.02|2.07|     21.60| 0.0160|44.23|          0|          4|Sy1.2                
 695|SWIFT J1349.7+0209 |207.445|  2.099|   7.31|UM 614                        |                               |207.4701|  2.0791|   16.18|   11.79|   21.12| 0.00|1.96|1.57|2.41|      0.50| 0.0327|43.60|          0|          4|Sy1                  
 696|SWIFT J1351.5-1814 |207.900|-18.233|   7.89|2MASX J13512953-1813468       |                               |207.8729|-18.2297|   17.88|   13.25|   23.03| 0.00|2.20|1.80|2.67|      0.50| 0.0122|42.78|          0|          4|Sy1 (NL)             
 697|SWIFT J1352.8+6917 |208.288| 69.313|  21.91|Mrk 279                       |                               |208.2644| 69.3082|   39.20|   35.73|   42.78| 0.00|1.88|1.77|2.00|      1.50| 0.0304|43.92|          0|          4|Sy1.5                
 698|SWIFT J1353.7-1122 |208.416|-11.369|   4.82|2MASX J13532820-1123055       |                               |208.3675|-11.3850|   15.11|    9.79|   21.14| 0.00|1.69|1.17|2.24|      1.60| 0.0688|44.24|          4|          2|Galaxy               
 699|SWIFT J1354.1-3748 |208.530|-37.807|   8.26|TOLOLO 00113                  |                               |208.5640|-37.7760|   22.12|   17.13|   27.51| 0.00|1.94|1.62|2.28|      2.30| 0.0520|44.15|          4|          5|Sy1.9                
 700|SWIFT J1354.5+1326 |208.677| 13.403|   5.55|2MASX J13542913+1328068       |                               |208.6216| 13.4687|    9.93|    6.26|   14.23| 0.00|2.02|1.49|2.67|      0.60| 0.0633|43.98|          0|          5|Sy2 pair             
 701|SWIFT J1355.6+3524 |208.931| 35.404|   5.25|2MASX J13553383+3520573       |                               |208.8909| 35.3494|    7.43|    4.91|   10.42| 0.00|2.48|1.96|3.15|      1.20| 0.1016|44.29|          0|          2|Galaxy               
 702|SWIFT J1356.1+3832 |208.978| 38.563|  11.20|Mrk 464                       |                               |208.9730| 38.5746|   21.58|   18.26|   25.08| 0.00|1.93|1.72|2.15|      0.40| 0.0501|44.11|          4|          4|Sy1.5                
 703|SWIFT J1355.9+1822 |208.984| 18.371|   5.39|Mrk 463                       |                               |209.0120| 18.3721|   10.98|    7.57|   14.85| 0.00|2.02|1.62|2.48|      1.90| 0.0504|43.82|          0|          4|Sy1Sy2/MERGER/Sy2    
 704|SWIFT J1356.6-1932 |209.167|-19.498|   7.23|ESO 578- G 009                |                               |209.1529|-19.5292|   16.90|   12.28|   22.07| 0.00|2.20|1.78|2.71|      1.60| 0.0350|43.68|          0|          4|Sy1                  
 705|SWIFT J1400.9-6324 |210.233|-63.406|   9.17|IGR J14003-6326               |SWIFT J140044.7-632544         |210.1904|-63.4285|   18.22|   14.51|   22.30| 0.00|2.54|2.19|2.95|      0.80|-1.0000| NULL|          0|         10|Pulsar/msec          
 706|SWIFT J1403.6-6146 |210.996|-61.760|   6.49|[CG2001] G311.45-0.13         |                               |211.1296|-61.7897|   18.94|   13.99|   24.40| 0.00|1.73|1.34|2.13|      1.20| 0.0000| NULL|          0|          1|                     
 707|SWIFT J1408.1-3024 |212.030|-30.415|   6.75|2MASX J14080674-3023537       |                               |212.0282|-30.3983|   17.19|   12.82|   22.09| 0.00|2.26|1.87|2.70|      0.70| 0.0235|43.34|          0|          4|Sy1.4                
 708|SWIFT J1408.2-6113 |212.040|-61.157|   5.14|SWIFT J1408.2-6113            |                               |212.1904|-61.1326|    7.82|    5.09|   11.10| 0.00|3.03|2.36|3.95|      1.20|-1.0000| NULL|          0|          0|                     
 709|SWIFT J1409.2-4515 |212.298|-45.254|   5.32|V834 Cen                      |                               |212.2810|-45.2880|    8.31|    5.85|   11.23| 0.00|3.88|2.98|5.29|      0.70| 0.0000| NULL|          4|          9|CV/AM HER            
 710|SWIFT J1410.9-4229 |212.700|-42.483|   5.74|2MASX J14104482-4228325       |                               |212.6868|-42.4758|   12.09|    8.31|   16.56| 0.00|2.60|2.04|3.34|      0.20| 0.0339|43.51|          0|          5|Sy2                  
 711|SWIFT J1412.9-6522 |213.287|-65.331| 110.71|Circinus Galaxy               |                               |213.2913|-65.3390|  272.12|  267.84|  276.43| 0.00|2.08|2.06|2.10|    175.30| 0.0014|42.10|          0|          6|AGN                  
 712|SWIFT J1413.2-0312 |213.308| -3.236|  99.51|NGC 5506                      |                               |213.3119| -3.2075|  241.03|  236.45|  245.64| 0.00|2.08|2.05|2.11|     39.40| 0.0062|43.31|          0|          5|Sy1.9                
 713|SWIFT J1416.9-1158 |214.186|-11.959|   7.13|2MASX J14165001-1158577       |                               |214.2084|-11.9829|   18.13|   13.81|   22.93| 0.00|2.29|1.94|2.70|      1.60| 0.0986|44.65|          0|          2|Galaxy               
 714|SWIFT J1416.9-4640 |214.233|-46.659|   8.34|IGR J14175-4641               |2MASS J14170366-4641411        |214.2652|-46.6948|   22.17|   17.42|   27.34| 0.00|2.00|1.68|2.34|      0.30| 0.0760|44.50|          2|          5|Sy2                  
 715|SWIFT J1417.7+6143 |214.371| 61.678|   4.97|2MASX J14174289+6141523       |                               |214.4289| 61.6979|    7.11|    4.35|   10.36| 0.00|2.16|1.62|2.84|      0.50| 0.1188|44.42|          0|          8|Radio galaxy         
 716|SWIFT J1417.7+2539 |214.466| 25.713|   5.11|[HB89] 1415+259               |                               |214.4860| 25.7240|    7.46|    4.92|   10.51| 0.00|2.68|2.11|3.48|      0.80| 0.2370|45.10|          0|          7|BL Lac               
 717|SWIFT J1417.9+2507 |214.497| 25.127|  37.48|NGC 5548                      |                               |214.4981| 25.1368|   78.64|   74.78|   82.61| 0.00|1.86|1.80|1.93|      1.50| 0.0172|43.72|          0|          4|Sy1.5                
 718|SWIFT J1418.8-6055 |214.708|-60.918|   5.34|Rabbit                        |                               |214.6785|-60.9675|    9.94|    0.00|    0.00| 0.28|2.19|0.00|0.00|      1.10| 0.0000| NULL|          3|         10|PSR/PWN              
 719|SWIFT J1419.0-2639 |214.839|-26.663|  13.68|ESO 511-G030                  |                               |214.8434|-26.6447|   39.88|   34.71|   45.29| 0.00|2.05|1.86|2.26|      1.10| 0.0224|43.66|          4|          4|Sy1                  
 720|SWIFT J1419.8-6047 |214.941|-60.786|   5.23|PSR J1420-6048                |                               |215.0343|-60.8046|   10.13|    0.00|    0.00| 0.24|2.30|0.00|0.00|      0.60| 0.0000| NULL|          4|         10|PSR                  
 721|SWIFT J1421.2-6242 |215.299|-62.708|  31.14|4U 1416-62                    |H 1417-624                     |215.3030|-62.6980|   63.13|   59.56|   66.79| 0.00|2.57|2.47|2.66|      9.90| 0.0000| NULL|          0|         13|HMXB                 
 722|SWIFT J1421.4+4747 |215.386| 47.823|  11.30|SBS 1419+480                  |                               |215.3742| 47.7902|   18.63|   15.39|   22.09| 0.00|2.06|1.81|2.33|      0.80| 0.0723|44.38|          4|          4|Sy1.5                
 723|SWIFT J1424.2+2435 |216.109| 24.618|   9.77|NGC 5610                      |                               |216.0954| 24.6144|   19.21|   15.69|   22.98| 0.00|1.97|1.72|2.23|      1.50| 0.0169|43.09|          0|          5|Sy2                  
 724|SWIFT J1424.8-6122 |216.247|-61.338|   5.66|SWIFT J142507.92-611858.2     |HD 126004                      |216.2811|-61.3159|   11.32|    7.87|   15.32| 0.00|2.58|2.06|3.24|      1.10| 0.0000| NULL|          0|         12|Be Star              
 725|SWIFT J1426.1+3747 |216.529| 37.778|   5.46|ABELL 1914                    |                               |216.5124| 37.8256|    5.44|    4.22|    6.83| 0.00|4.98|4.03|6.42|      0.60| 0.1712|44.65|          4|          3|Galaxy Cluster       
 726|SWIFT J1427.5+1949 |216.867| 19.820|   6.46|Mrk 813                       |                               |216.8540| 19.8310|   13.28|    9.69|   17.27| 0.00|2.00|1.63|2.42|      1.40| 0.1105|44.62|          0|          4|Sy1                  
 727|SWIFT J1428.7+4234 |217.157| 42.662|  15.93|1ES 1426+428                  |                               |217.1361| 42.6724|   21.98|   19.20|   24.95| 0.00|2.53|2.33|2.76|      0.60| 0.1290|44.98|          0|          7|BL Lac               
 728|SWIFT J1429.2+0118 |217.301|  1.303|   7.84|Mrk 1383                      |                               |217.2775|  1.2851|   17.77|   13.39|   22.62| 0.00|2.13|1.75|2.56|      0.20| 0.0865|44.52|          0|          4|Sy1                  
 729|SWIFT J1430.2-6712 |217.547|-67.199|   5.85|1RXS J142959.9-671447         |IGR J14298-6715                |217.4996|-67.2465|   12.68|    8.85|   16.99| 0.00|2.23|1.77|2.77|      0.40| 0.0000| NULL|          0|         14|LMXB                 
 730|SWIFT J1431.2+2816 |217.773| 28.306|   4.80|Mrk 684                       |                               |217.7700| 28.2873|   10.64|    6.73|   15.13| 0.00|1.74|1.19|2.37|      0.60| 0.0461|43.73|          0|          4|Sy1                  
 731|SWIFT J1432.8-4412 |218.193|-44.207|   5.40|NGC 5643                      |                               |218.1699|-44.1746|   17.90|   12.56|   23.82| 0.00|1.70|1.26|2.17|      0.40| 0.0040|41.80|          0|          5|Sy2                  
 732|SWIFT J1433.3-6116 |218.335|-61.264|   6.04|IGR J14331-6112               |CXO J143308.3-611539           |218.2847|-61.2611|   12.55|    9.12|   16.41| 0.00|2.57|2.12|3.12|      1.90| 0.0000| NULL|          0|         13|HMXB                 
 733|SWIFT J1433.9+0528 |218.488|  5.463|   6.57|NGC 5674                      |                               |218.4677|  5.4582|   15.97|   11.72|   20.70| 0.00|2.04|1.65|2.49|      0.20| 0.0249|43.35|          0|          5|Sy1.9                
 734|SWIFT J1434.9+4837 |218.730| 48.658|   7.79|NGC 5683                      |Mrk 474                        |218.7185| 48.6619|   12.27|    9.34|   15.50| 0.00|2.16|1.83|2.54|      1.20| 0.0362|43.57|          0|          4|Sy1                  
 735|SWIFT J1436.4+5846 |219.068| 58.809|  16.37|Mrk 817                       |                               |219.0920| 58.7943|   25.91|   22.78|   29.19| 0.00|2.01|1.85|2.18|      2.20| 0.0314|43.77|          0|          4|Sy1.5                
 736|SWIFT J1436.8-1615 |219.198|-16.266|   5.37|2MASX J14364961-1613410       |                               |219.2067|-16.2281|   18.73|   12.95|   25.23| 0.00|1.72|1.24|2.22|      0.40| 0.1445|45.02|          0|          8|AGN                  
 737|SWIFT J1439.2+1417 |219.785| 14.302|   6.37|2MASX J14391186+1415215       |                               |219.7995| 14.2561|   15.19|   10.16|   20.95| 0.00|1.66|1.11|2.25|      1.90| 0.0714|44.28|          0|          4|Sy1                  
 738|SWIFT J1441.4+5341 |220.156| 53.495|   8.33|Mrk 477                       |                               |220.1587| 53.5044|   14.40|   11.11|   17.98| 0.00|1.90|1.59|2.24|      1.10| 0.0377|43.68|          0|          4|Sy1                  
 739|SWIFT J1442.5-1715 |220.613|-17.270|  24.34|NGC 5728                      |                               |220.5997|-17.2532|   88.63|   82.56|   94.84| 0.00|1.76|1.66|1.86|      1.80| 0.0093|43.23|          0|          5|Sy2                  
 740|SWIFT J1445.6+2702 |221.422| 27.044|   5.08|CGCG 164-019                  |                               |221.4035| 27.0348|   13.67|    9.43|   18.33| 0.00|1.40|0.97|1.82|      1.60| 0.0299|43.45|          0|          5|Sy1.9                
 741|SWIFT J1446.7-6416 |221.664|-64.270|   4.92|IGR J14471-6414               |                               |221.6167|-64.2333|   14.42|    9.75|   19.54| 0.00|1.70|1.25|2.19|      1.00| 0.0530|43.98|          0|          4|Sy1.2                
 742|SWIFT J1447.0-5814 |221.772|-58.213|   5.01|SWIFT J144719.3-581616        |                               |221.8304|-58.2712|   10.67|    6.82|   15.24| 0.00|2.32|1.72|3.06|      1.20| 0.0000| NULL|          0|          1|New source           
 743|SWIFT J1448.4-5945 |222.117|-59.721|   8.37|SWIFT J1448.4-5945            |                               |222.1786|-59.7041|   14.19|   11.63|   17.01| 0.00|3.55|3.07|4.13|      2.00|-1.0000| NULL|          0|         15|XRB                  
 744|SWIFT J1448.7-4009 |222.167|-40.157|   5.11|IGR 14488-4008                |IGR 14488-4008                 |222.2124|-40.1464|   12.82|    8.63|   17.58| 0.00|2.31|1.81|2.90|      0.90|-1.0000| NULL|          0|          0|                     
 745|SWIFT J1449.5+8602 |222.421| 86.041|   5.63|2MASX J14545815+8554589       |                               |223.7408| 85.9164|    8.88|    5.14|   13.19| 0.00|1.70|1.11|2.38|      1.30| 0.0000| NULL|          0|          2|Galaxy, z=.0787?     
 746|SWIFT J1451.0-5540A|222.865|-55.675|  14.65|WKK 4374                      |                               |222.8881|-55.6773|   40.84|    0.00|    0.00| 0.04|1.87|0.00|0.00|      1.30| 0.0180|43.47|          0|          5|Sy2                  
 747|SWIFT J1451.0-5540B|222.865|-55.675|  14.65|2MFGC 12018                   |                               |222.3032|-55.6058|   26.50|    0.00|    0.00| 0.09|1.86|0.00|0.00|      1.00|-1.0000| NULL|          0|          6|AGN                  
 748|SWIFT J1453.3+2558 |223.289| 25.897|  11.47|2MASX J14530794+2554327       |                               |223.2833| 25.9091|   24.01|   20.09|   28.17| 0.00|1.81|1.59|2.05|      0.70| 0.0490|44.13|          0|          4|Sy1                  
 749|SWIFT J1453.4-5524 |223.415|-55.415|   9.11|1RXS J145341.1-552146         |IGR J14515-5542                |223.4558|-55.3622|   17.07|   14.03|   20.36| 0.01|2.96|2.62|3.37|      1.70| 0.0000| NULL|          0|          9|CV/AM Her            
 750|SWIFT J1454.9-5133 |223.831|-51.591|   8.89|WKK 4438                      |                               |223.8230|-51.5710|   21.51|   17.18|   26.22| 0.00|2.22|1.91|2.57|      2.00| 0.0160|43.09|          0|          4|Sy1 NL               
 751|SWIFT J1457.8-4308 |224.437|-43.140|  11.18|IC 4518A                      |                               |224.4216|-43.1321|   27.75|   23.49|   32.31| 0.00|2.35|2.11|2.62|      0.90| 0.0163|43.22|          0|          5|Sy2                  
 752|SWIFT J1458.9+7143 |224.731| 71.719|   4.97|3C 309.1                      |                               |224.7816| 71.6722|    9.37|    5.78|   13.45| 0.00|1.65|1.12|2.22|      0.70| 0.9050|46.58|          0|          8|Sy1.5                
 753|SWIFT J1504.2+1025 |226.017| 10.427|  15.70|Mrk 841                       |                               |226.0050| 10.4378|   35.57|   31.17|   40.22| 0.00|2.12|1.93|2.32|      0.90| 0.0364|44.04|          4|          4|Sy1                  
 754|SWIFT J1506.7+0353A|226.559|  3.754|   8.31|Mrk 1392                      |                               |226.4860|  3.7070|   19.01|    0.00|    0.00| 0.15|1.74|0.00|0.00|      1.50| 0.0361|43.76|          0|          4|Sy1                  
 755|SWIFT J1506.7+0353B|226.559|  3.754|   8.31|2MASX J15064412+0351444       |                               |226.6840|  3.8620|   15.67|    0.00|    0.00| 0.17|1.83|0.00|0.00|      2.20| 0.0377|43.71|          0|          5|Sy2                  
 756|SWIFT J1508.6-4953 |227.145|-49.863|   7.24|PMN J1508-4953                |                               |227.1617|-49.8842|   29.04|   22.82|   35.72| 0.00|1.36|1.02|1.70|      1.10|-1.0000| NULL|          0|          0|SRC/RADIO            
 757|SWIFT J1508.8-0013 |227.208| -0.221|   5.98|Mrk 1393                      |                               |227.2248| -0.1970|   19.53|   14.19|   25.43| 0.00|1.74|1.33|2.17|      1.10| 0.0543|44.14|          0|          4|Sy1.5                
