
    |           BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
    |                   |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |                     
 758|SWIFT J1509.4-6649 |227.361|-66.814|  14.06|IGR J15094-6649               |                               |227.3580|-66.8230|   25.81|   22.61|   29.21| 0.00|2.82|2.59|3.08|      1.60| 0.0000| NULL|          4|          9|CV/DQ Her            
 759|SWIFT J1510.9+0547 |227.730|  5.781|   9.72|ABELL 2029                    |                               |227.7333|  5.7447|   14.93|   12.36|   17.77| 0.00|3.62|3.15|4.21|      1.50| 0.0775|44.34|          4|          3|Galaxy Cluster       
 760|SWIFT J1512.0-2119 |228.010|-21.322|   8.24|2MASX J15115979-2119015       |                               |227.9992|-21.3171|   31.30|   25.57|   37.43| 0.00|1.88|1.60|2.17|      2.00| 0.0446|44.16|          4|          4|Sy1/NL               
 761|SWIFT J1512.2-1053A|228.031|-10.827|   5.36|NVSS J151148-105023           |                               |227.9530|-10.8399|    3.09|    0.00|    0.00| 0.46|8.55|0.00|0.00|      0.70|-1.0000| NULL|          0|          0|SRC/RADIO            
 762|SWIFT J1512.2-1053B|228.031|-10.827|   5.36|2MASX J15120505-1046356       |                               |228.0211|-10.7766|    8.31|    0.00|    0.00| 1.33|1.93|0.00|0.00|      1.00|-1.0000| NULL|          0|          2|Galaxy               
 763|SWIFT J1512.8-0906 |228.192| -9.100|  14.93|PKS 1510-08                   |                               |228.2106| -9.1000|   70.03|   62.99|   77.28| 0.00|1.38|1.23|1.53|      0.50| 0.3600|46.49|          4|          8|QSO/HP               
 764|SWIFT J1513.8-5910 |228.525|-59.150|  83.63|PSR B1509-58                  |Cir pulsar                     |228.4813|-59.1358|  252.16|  247.08|  257.31| 0.00|1.83|1.80|1.86|      2.00| 0.0000| NULL|          0|         10|PSR/PWN              
 765|SWIFT J1513.8-8125 |228.640|-81.362|  12.35|2MASX J15144217-8123377       |                               |228.6751|-81.3939|   29.85|   25.63|   34.25| 0.00|1.82|1.62|2.02|      0.60| 0.0684|44.53|          0|          4|Sy1.2                
 766|SWIFT J1515.0+4205 |228.788| 42.053|  10.53|NGC 5899                      |                               |228.7635| 42.0499|   20.08|   16.54|   23.86| 0.00|1.91|1.67|2.16|      0.70| 0.0086|42.51|          0|          5|Sy2                  
 767|SWIFT J1519.6+6538 |229.902| 65.637|   7.56|CGCG 319-007                  |                               |229.8904| 65.5996|   13.23|    9.78|   17.02| 0.00|1.91|1.55|2.31|      0.90| 0.0440|43.78|          4|          5|Sy1.9                
 768|SWIFT J1521.0-5711 |230.167|-57.160|  44.67|Cir X-1                       |BR Cir                         |230.1703|-57.1667|   66.80|   64.73|   68.89| 0.00|5.18|5.02|5.36|      2.50| 0.0000| NULL|          0|         14|LMXB                 
 769|SWIFT J1521.8+0334 |230.421|  3.614|   5.50|2MASS J15213967+0337292       |                               |230.4153|  3.6248|   15.38|   10.70|   20.66| 0.00|2.05|1.57|2.58|      0.90| 0.1264|44.81|          0|          4|Sy1                  
 770|SWIFT J1523.5+6340 |230.871| 63.674|   5.56|4C +63.22                     |                               |230.9411| 63.6567|    8.32|    5.50|   11.52| 0.00|2.14|1.70|2.68|      1.20| 0.2040|45.00|          0|          8|Sy1/BLRG             
 771|SWIFT J1530.0-1300 |232.474|-13.034|   4.96|2MASX J15295830-1300397       |                               |232.4930|-13.0110|   15.49|   10.45|   21.21| 0.00|2.23|1.68|2.89|      0.00| 0.1039|44.63|          0|          4|Sy1                  
 772|SWIFT J1533.2-0836 |233.351| -8.699|   9.58|MCG -01-40-001                |                               |233.3363| -8.7005|   32.72|   27.34|   38.42| 0.00|2.08|1.82|2.36|      0.50| 0.0227|43.58|          0|          5|Sy2                  
 773|SWIFT J1535.8-5749 |233.956|-57.811|   7.83|1RXS J153552.8-575055         |IGR J15359-5750                |233.9700|-57.8490|   23.39|   18.46|   28.74| 0.00|1.84|1.52|2.19|      1.30|-1.0000| NULL|          4|          6|AGN                  
 774|SWIFT J1535.9+5751 |233.996| 57.916|  13.68|Mrk 290                       |                               |233.9682| 57.9026|   23.31|   20.07|   26.75| 0.00|2.04|1.85|2.24|      0.50| 0.0296|43.67|          0|          4|Sy1                  
 775|SWIFT J1539.2-6227 |234.719|-62.483|  13.58|SWIFT J1539.2-6227            |                               |234.7999|-62.4673|   34.66|   29.93|   39.66| 0.00|2.05|1.83|2.28|      1.20| 0.0000| NULL|          0|         15|XRB                  
 776|SWIFT J1542.0-1410 |235.593|-14.179|   5.34|2MASX J15422399-1411055       |1RXS J154224.0-141106          |235.5999|-14.1849|   14.32|    9.84|   19.65| 0.00|2.65|1.99|3.51|      1.20|-1.0000| NULL|          0|          2|Galaxy               
 777|SWIFT J1542.6-5222 |235.636|-52.385| 169.06|H 1538-522                    |QV Nor                         |235.5971|-52.3861|  326.75|  323.77|  329.75| 0.00|3.33|3.31|3.35|    168.80| 0.0000| NULL|          1|         13|HMXB                 
 778|SWIFT J1546.3+6928 |236.588| 69.504|   6.79|2MASX J15462424+6929102       |                               |236.6014| 69.4861|   13.94|   10.23|   18.01| 0.00|1.76|1.39|2.16|      0.30| 0.0380|43.67|          0|          5|Sy1.9                
 779|SWIFT J1547.5+2050 |236.867| 20.838|   4.85|3C 323.1                      |                               |236.9314| 20.8713|    7.85|    5.23|   10.89| 0.00|2.91|2.33|3.75|      1.80| 0.2640|45.23|          0|          8|QSO                  
 780|SWIFT J1548.1-6406 |236.901|-64.115|   4.99|SWIFT J1548.1-6406            |                               |236.8613|-64.2143|   13.33|    8.45|   18.90| 0.00|1.68|1.11|2.29|      2.40|-1.0000| NULL|          0|          0|                     
 781|SWIFT J1547.9-6232 |236.959|-62.596|  42.38|4U 1543-62                    |1XMM J154754.7-623404          |236.9762|-62.5698|   64.34|   62.14|   66.57| 0.00|4.49|4.35|4.64|      0.10| 0.0000| NULL|          0|         14|LMXB/NS              
 782|SWIFT J1548.0-4529 |237.029|-45.487|  34.87|NY Lup                        |IGR J15479-4529                |237.0608|-45.4778|   91.75|   87.36|   96.23| 0.00|2.35|2.27|2.43|      4.80| 0.0000| NULL|          0|          9|CV/DQ Her            
 783|SWIFT J1548.5-1344 |237.111|-13.750|  11.85|NGC 5995                      |                               |237.1040|-13.7578|   43.66|   38.08|   49.50| 0.00|2.00|1.80|2.21|      2.30| 0.0252|43.80|          0|          5|Sy2                  
 784|SWIFT J1550.8-5419 |237.698|-54.323|  17.03|PSR J1550-5418                |1E 1547.0-5408                 |237.7255|-54.3066|   71.30|   65.04|   77.74| 0.00|1.35|1.21|1.49|      2.50| 0.0000| NULL|          0|         10|Pulsar               
 785|SWIFT J1553.6+2347 |238.404| 23.792|   5.80|4C +23.42                     |                               |238.4316| 23.8071|   10.42|    7.08|   14.36| 0.00|2.39|1.85|3.05|      1.10| 0.1150|44.55|          0|          8|WLRG                 
 786|SWIFT J1553.6+2606 |238.458| 26.106|   5.28|SDSS J155334.73+261441.4      |                               |238.3947| 26.2448|   10.00|    6.30|   14.23| 0.00|1.95|1.43|2.53|      1.10| 0.1664|44.88|          0|          8|QSO                  
 787|SWIFT J1557.8-7913 |239.444|-79.222|   8.47|PKS 1549-79                   |                               |239.2453|-79.2345|   14.88|   11.46|   18.68| 0.00|2.41|2.04|2.84|      1.30| 0.1501|44.96|          0|          4|Sy1                  
 788|SWIFT J1557.8-5425 |239.444|-54.414|  13.57|H 1553-542                    |                               |239.4512|-54.4150|   24.17|   21.68|   26.77| 0.00|3.87|3.56|4.22|      2.50| 0.0000| NULL|          0|         13|HMXB                 
 789|SWIFT J1558.4+2718 |239.585| 27.216|  13.36|ABELL 2142                    |                               |239.5672| 27.2246|   18.35|   16.06|   20.83| 0.00|3.57|3.24|3.98|      0.40| 0.0909|44.58|          4|          3|Galaxy Cluster       
 790|SWIFT J1559.6+2554 |239.893| 25.911|  35.44|T CrB                         |Nova CrB 1866/1946             |239.8757| 25.9202|   63.88|   60.58|   67.27| 0.00|2.50|2.42|2.59|      4.90| 0.0000| NULL|          0|         12|Symb/WD              
 791|SWIFT J1600.9-6044 |240.217|-60.726|  12.36|1H 1556-605                   |4U 1556-60                     |240.2596|-60.7383|   18.07|   16.18|   19.99| 0.00|6.11|5.45|6.93|      1.00| 0.0000| NULL|          4|         14|LMXB                 
 792|SWIFT J1605.9-7250 |241.469|-72.877|  12.57|2MASX J16052330-7253565       |                               |241.3470|-72.8990|   25.35|   21.45|   29.49| 0.00|2.19|1.95|2.44|      0.60|-1.0000| NULL|          0|          2|Galaxy               
 793|SWIFT J1607.2+4834 |241.782| 48.577|   4.95|2MASX J16071388+4833266       |                               |241.8080| 48.5573|   13.46|    8.93|   18.55| 0.00|1.29|0.72|1.81|      2.60| 0.1250|44.74|          0|          4|Sy1                  
 794|SWIFT J1607.4+8502 |242.201| 84.998|   6.19|LEDA 100168                   |                               |241.8490| 85.0300|   13.30|    9.34|   17.65| 0.00|1.67|1.26|2.12|      0.40| 0.1830|45.10|          0|          8|Sy1                  
 795|SWIFT J1613.2-6043 |243.035|-60.640|  12.71|WKK 6092                      |IGR J16119-6036                |242.9642|-60.6319|   32.15|   27.58|   36.98| 0.00|2.09|1.87|2.33|      0.80| 0.0156|43.25|          0|          4|Sy1                  
 796|SWIFT J1612.9-5227 |243.205|-52.419| 287.46|4U 1608-522                   |QX Nor                         |243.1792|-52.4231|  735.97|  731.59|  740.36| 0.00|2.32|2.31|2.33|     23.90| 0.0000| NULL|          1|         14|LMXB                 
 797|SWIFT J1614.0+6544 |243.509| 65.739|   7.19|Mrk 876                       |                               |243.4883| 65.7193|   12.37|    9.08|   16.07| 0.00|2.14|1.75|2.59|      0.40| 0.1290|44.73|          0|          4|Sy1                  
 798|SWIFT J1617.5-4958 |244.157|-49.975|   8.95|1RXS J161637.2-495847         |IGR J16167-4957                |244.1573|-49.9791|   20.56|   16.98|   24.43| 0.00|2.79|2.45|3.17|      1.00| 0.0000| NULL|          0|          9|CV                   
 799|SWIFT J1617.4-5056 |244.350|-50.930|   5.90|PSR J1617-5055                |                               |244.3721|-50.9203|   23.29|   17.45|   29.69| 0.00|1.54|1.11|1.97|      0.40| 0.0000| NULL|          4|         10|Pulsar               
 800|SWIFT J1617.8+3223 |244.453| 32.379|   8.93|3C 332                        |                               |244.4272| 32.3763|   23.28|   18.90|   27.96| 0.00|1.73|1.46|2.00|      0.90| 0.1510|45.16|          0|          8|Sy1                  
 801|SWIFT J1618.7-5930 |244.678|-59.505|   6.48|WKK 6471                      |IGR J16185-5928                |244.6518|-59.4548|   21.36|   16.15|   26.99| 0.00|1.63|1.27|2.01|      0.80| 0.0350|43.78|          0|          4|Sy1 NL               
 802|SWIFT J1619.2-4945 |244.886|-49.770|  12.24|2MASS J16193220-4944305       |AX J1619.4-4945                |244.8842|-49.7418|   28.67|   25.08|   32.45| 0.00|2.75|2.52|3.00|      1.50| 0.0000| NULL|          0|         13|HMXB/SFXT Candidate  
 803|SWIFT J1619.4-2808 |244.921|-28.130|  11.90|2MASS J16193334-2807397       |IGR J16194-2810                |244.8890|-28.1277|   32.11|   27.96|   36.47| 0.00|2.59|2.36|2.83|      3.30| 0.0000| NULL|          0|         15|Symb/NS              
 804|SWIFT J1621.2+8104 |244.975| 81.069|  10.41|CGCG 367-009                  |                               |244.8302| 81.0465|   22.71|   18.86|   26.79| 0.00|1.77|1.54|2.01|      0.60| 0.0274|43.59|          0|          5|Sy2                  
 805|SWIFT J1620.1-1539 |244.985|-15.636|8569.74|Sco X-1                       |V818 Sco                       |244.9795|-15.6402|19348.50|    0.00|    0.00| 0.00|5.67|5.67|5.67|  99292.00| 0.0000| NULL|          0|         14|LMXB/NS              
 806|SWIFT J1620.9-5129 |245.208|-51.482|  19.49|CXOU J162046.2-513006         |IGR J16207-5129                |245.1542|-51.5100|   48.66|   44.58|   52.87| 0.00|2.42|2.28|2.57|      2.70| 0.0000| NULL|          0|         13|HMXB                 
 807|SWIFT J1625.9+4349 |246.480| 43.809|   7.21|87GB 162418.8+435342          |                               |246.4744| 43.7830|   13.22|    9.60|   17.25| 0.00|2.01|1.63|2.46|      0.70| 1.0480|46.89|          0|          8|Quasar               
 808|SWIFT J1626.5-2951 |246.617|-29.841|   5.35|PKS 1622-29                   |                               |246.5251|-29.8575|   19.08|   13.01|   25.84| 0.00|1.61|1.07|2.19|      0.70| 0.8150|46.78|          0|          7|Blazar               
 809|SWIFT J1626.9-5156 |246.618|-51.953|  13.81|SWIFT J1626.6-5156            |SWIFT J162636.2-515634         |246.6510|-51.9428|   25.17|   22.41|   28.07| 0.00|3.69|3.37|4.05|      1.50| 0.0000| NULL|          0|         13|HMXB/NS/Be Binary    
 810|SWIFT J1626.7+8530 |246.889| 85.533|   6.46|VII Zw 653                    |2MASX J16252587+8529421        |246.3580| 85.4949|   12.97|    9.16|   17.21| 0.00|1.87|1.46|2.35|      0.40| 0.0631|44.09|          0|          4|Sy1.2                
 811|SWIFT J1628.1+5145 |247.013| 51.774|  23.29|Mrk 1498                      |                               |247.0169| 51.7754|   43.37|   39.80|   47.05| 0.00|2.06|1.95|2.17|      2.70| 0.0547|44.49|          0|          5|Sy1.9                
 812|SWIFT J1627.8-4913 |247.036|-49.197|  52.70|Big Dipper                    |4U 1624-490                    |247.0118|-49.1985|   90.63|   88.50|   92.76| 0.00|6.24|6.08|6.41|      6.50| 0.0000| NULL|          0|         14|LMXB/NS              
 813|SWIFT J1628.4-4838 |247.088|-48.634|   9.24|IGR J16283-4838               |2MASS J16281083-4838560        |247.0451|-48.6489|   22.02|   18.44|   25.80| 0.00|2.74|2.45|3.06|      2.20| 0.0000| NULL|          0|         13|HMXB/NS              
 814|SWIFT J1628.9-5023 |247.229|-50.382|   4.80|IGR J16287-5021               |CXO J162826.8-502239           |247.1118|-50.3777|    9.60|    6.80|   12.77| 0.00|3.34|2.69|4.17|      1.20| 0.0000| NULL|          0|         14|LMXB                 
 815|SWIFT J1629.9+6722 |247.472| 67.374|   4.92|Mrk 885                       |                               |247.4510| 67.3783|   13.96|    9.61|   18.74| 0.00|1.32|0.85|1.77|      0.60| 0.0253|43.31|          4|          4|Sy1.0/Sy1.5          
 816|SWIFT J1630.5+3925 |247.632| 39.425|   5.61|2MASX J16303265+3923031       |                               |247.6361| 39.3842|   12.84|    8.97|   17.15| 0.00|1.75|1.35|2.19|      1.30| 0.0306|43.44|          0|          5|Sy2                  
 817|SWIFT J1631.7+2353 |247.865| 23.906|   5.19|2MASX J16311554+2352577       |                               |247.8147| 23.8826|    9.51|    6.26|   13.41| 0.00|2.50|1.92|3.22|      1.20| 0.0590|43.90|          0|          5|Sy2/three nucle1     
 818|SWIFT J1632.1-4849 |247.939|-48.838| 177.60|IGR J16318-4848               |                               |247.9500|-48.8175|  488.09|  483.97|  492.23| 0.00|2.40|2.39|2.42|    933.90| 0.0000| NULL|          0|         13|HMXB/NS              
 819|SWIFT J1632.1-4753 |247.974|-47.878| 148.54|AX J1631.9-4752               |HESS J1632-478                 |248.0079|-47.8742|  347.10|  343.53|  350.71| 0.00|2.84|2.82|2.86|    324.80| 0.0000| NULL|          0|         10|Pulsar               
 820|SWIFT J1632.4-6729 |248.100|-67.448| 271.44|4U 1626-67                    |                               |248.0700|-67.4619|  453.02|  450.29|  455.75| 0.00|3.29|3.27|3.30|   1368.00| 0.0000| NULL|          0|         14|LMXB                 
 821|SWIFT J1633.8-4724A|248.453|-47.397|  26.65|4U 1630-47                    |                               |248.5073|-47.3930|   73.27|    0.00|    0.00| 0.12|1.98|0.00|0.00|      0.90| 0.0000| NULL|          0|         14|LMXB                 
 822|SWIFT J1633.8-4724B|248.453|-47.397|  26.65|IGR J16328-4726               |                               |248.1579|-47.3951|   29.95|    0.00|    0.00| 0.48|2.47|0.00|0.00|      1.30| 0.0000| NULL|          0|         13|HMXB                 
 823|SWIFT J1635.0-5804 |248.751|-58.070|   8.44|ESO 137- G 034                |IGR J16351-5806                |248.8070|-58.0800|   28.19|   22.73|   34.03| 0.00|1.64|1.34|1.96|      0.30| 0.0090|42.71|          0|          5|Sy2                  
